"region","city","ts_type","post_type","steal_date","ts_brand","ts_model","reg_id","ts_year_prod","engine_id","body_id","frame_id","vin","colour","steal_place"
"Москва и Московская обл.","Москва","Автомобиль","угнали","16.08.2011","ГАЗ","3110","х880не","2000","y0026557","311000y0325502"," "," ","черный","3я парковая ул д 51 москва измайлово"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","15.08.2011","Ford","Focus II","Е585КТ29","2006"," "," "," "," ","красный","В ночь с 14.08.2011 на 15.08.2011 был угнан  Приморский район. Машина стояла сзади дома 10 к. 3 по аллее Поликарпова."
"Тюменская обл.","Тобольск","Автомобиль","угнали","26.01.2011","ВАЗ","321150","В565КС","2001","308968","2963123"," ","XTA21150012963123","серый","г.Тобольск"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","17.08.2011","Ford","Focus","К814ВХ29","2011"," "," "," ","X9FPXXEEDPBL79780","черный","ул Байканурская 24, стояла вдоль дороги"
"Санкт-Петербург и область","Кировск","Автомобиль","угнали","17.08.2011","Hyundai","santa fe","c665тв 47","2004"," "," "," "," ","черный"," "
"Свердловская обл.","Сысерть","Автомобиль","угнали","11.08.2011","Mitsubishi","Lanser X","К468УС96","2007","АК5243","JMBSTCY4ABU001086"," ","JMBSTCY4A8U001086","серый","г.Сысерть, стоянка у завода Уралгидромаш"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","16.08.2011","ВАЗ","21061","Х216ВУ98","1985"," "," "," "," ","другие цвета","СПб, Богатырский проспект"
"Москва и Московская обл.","Москва","Автомобиль","угнали","13.08.2011","Audi","A4","Т255МО199","2007"," "," "," "," ","белый","М. Теплый Стан, ул. Генерала Тюленева"
"Москва и Московская обл.","Москва","Автомобиль","угнали","16.08.2011","SsangYong","Kyron"," ","2005"," "," "," "," ","другие цвета"," "
"Самарская обл.","Самара","Автомобиль","угнали","24.02.2011","Toyota","RAV4","М361ММ63","2005","1AZ1966014","JTEHH20V506140685"," ","JTEHH20V506140685","другие цвета"," "
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","17.08.2011","Mitsubishi","Лансер","н283км98","2006"," "," "," "," ","черный","Комендантский д. 16."
"Свердловская обл.","Екатеринбург","Автомобиль","угнали","25.07.2011","ВАЗ","2109","P622KP96","1994","1558294","ХТА210900R1543853"," ","XTA210900R1543853","зеленый"," "
"Москва и Московская обл.","Москва","Автомобиль","угнали","18.08.2011","Mazda","CX9","К367мв197 рус","2008"," "," "," "," ","черный","г. Москва, Кажухово"
"Москва и Московская обл.","Москва","Автомобиль","угнали","14.08.2011","Lexus","RX 350","ALMAZ","2006"," "," "," "," ","серый"," "
"Москва и Московская обл.","Долгопрудный","Автомобиль","угнали","14.08.2011","ГАЗ","газ","с084кк150","2007","73049547","33020070444286","33020072217605","Х8433022В70002079","фиолетовый","моск.обл"
"Красноярский край","Ачинск","Автомобиль","угнали","18.08.2011","Toyota","Premio","С093ВА","2006"," "," "," ","отсутствует","серый","Россия, Красноярский край, Ачинский р-н"
"Иркутская обл.","Иркутск","Автомобиль","угнали","18.08.2011","Mazda","bongo","у736ув","1988"," "," "," "," ","черный"," "
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","18.08.2011","Chevrolet","lacetti","а129тк178","2008"," "," "," "," ","зеленый","СПБ В.Алексеева 14"
"Амурская обл.","Свободный","Автомобиль","угнали","14.08.2011","Toyota"," "," ","1996"," "," "," "," ","зеленый"," "
"Оренбургская обл.","Новотроицк","Автомобиль","угнали","18.08.2011","ВАЗ","21154","р910ао56","2008","4999641","хта21154084698191","-","-","серый","г.Новотроицк со стоянки ФЛЦ"
"Москва и Московская обл.","Москва","Автомобиль","угнали","18.08.2011","Daewoo","Nexia","К208ВР190","2010"," "," "," "," ","красный","Вешняковская 24"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","04.08.2011","Daewoo","Matiz","т930сн47","2007"," "," "," "," ","белый","мега Парнас"
"Красноярский край","Красноярск","Автомобиль","угнали","02.08.2011","ВАЗ","2112","у174во","2006"," "," "," "," ","серый","Взлетка, Советский район"
"Москва и Московская обл.","Москва","Автомобиль","угнали","19.08.2011","ZX","21093","A345XY177RU","1999"," "," "," "," ","белый","Москва, ул.полярная 2"
"Москва и Московская обл.","Москва","Автомобиль","угнали","19.08.2011","Mitsubishi","лансер 9","Е207СА177","2006"," "," "," "," ","синий","м.отрадное"
"Амурская обл.","Благовещенск (Амурская обл.)","Автомобиль","угнали","18.08.2011","Toyota","Chaser","A 092 УН 28 rus","1997"," "," "," "," ","белый","Г.Благовещенск со двора дома мкр. Солнечный ул.Студенчкская-Игнатьевское шоссе."
"Москва и Московская обл.","Деденево","Автомобиль","угнали","20.08.2011","Honda","cr-v"," ","2008"," "," "," "," ","коричневый","пос.Деденево"
"Москва и Московская обл.","Химки","Автомобиль","угнали","17.08.2011","Mitsubishi","лансер 10","р206мн/150","2007"," "," "," ","JMBSRCY2A8U000535","серый","М.О. г. Химки ул. Бабакина д.13"
"Красноярский край","Красноярск","Автомобиль","угнали","03.08.2011","BMW","320i","в242во","2003"," "," "," "," ","серый","78 добровольческой бригады"
